filename,protein,source_organism,seq_len,property,readout,wt_readout,assay_method,n_variants,doi,remark
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_L.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|L, arbitrary units",0,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",12747,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_M.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|M, arbitrary units",0.083308,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",11405,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_N.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|N, arbitrary units",0.058908,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",11181,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_P.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|P, arbitrary units",0,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",12280,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_Q.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|Q, arbitrary units",0.026507,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",11996,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_R.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|R, arbitrary units",0,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",13389,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_S.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|S, arbitrary units",0.114407,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",19606,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_T.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|T, arbitrary units",0,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",13196,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_V.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|V, arbitrary units",0,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",12123,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_W.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|W, arbitrary units",0.030408,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",14118,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/MLDEEP/Huber 2025-MLDEEP-TEVp-catalyticactivity-activity_P1prime_Y.csv,"TEVp 0, the engineered tobacco etch virus NIa protease used as the library parent; it carries T17S, L56V, N68D, I77V, S135G and S219V relative to the viral polyprotein",Tobacco etch virus,242,Catalytic activity,"Protease activity on the TEVs motif ENLYFQ|Y, arbitrary units",0.036307,"DNA recorder in E. coli: a TEVp variant and a barcoded TEVs substrate are co-expressed, cleavage releases a degron-tagged Bxb1 recombinase that permanently inverts a DNA segment, and the inverted fraction is read by NGS of the paired protease and substrate barcodes over a 4 h induction.",11937,10.1038/s41467-025-60622-7,"The reference sequence is the library parent TEVp 0, the 242-residue NIa protease of UniProt P04517 carrying T17S, L56V, N68D, I77V, S135G and S219V; the paper states no sequence, so the parent residue at each scanned position was read off the site-saturation scan, where the parent's own row reads exactly 0 at all 234 positions, and the result was corroborated against 44 mutation labels printed in full elsewhere in the workbook, which verify without exception. Variants are named in the source by a three- or six-letter code over the randomized clusters, and are converted to substitution labels against the parent, a cluster letter equal to the parent residue contributing nothing. Libraries A (positions 30-32), B (217-219) and AB (both) are pooled, being the same measurement on the same parent in the same units; they share no variant with one another, so the pooling rests on that shared parent rather than on any overlapping measurement. Across all three libraries 241522 of 505580 protease-substrate combinations read NA, the pair never having been observed, and are dropped. Not extracted from this paper: the TEVs substrate landscapes, in which the varying sequence is the seven-residue substrate motif rather than the protease; and the in vitro and re-testing panels of Fig. 1e, 3a, 3b, 4d and 4e, each covering fewer than twenty distinct protease genotypes."
CatalyticActivity/ML/Thornton 2025-ML-Con1-catalyticactivity-relative_activity_regionA.csv,"Con1, a designed consensus protease in the potyviral NIa family, built for removal of N-terminal purification tags; region A covers positions 167, 169, 172",Consensus of potyviral NIa proteases (Potyviridae); not a single natural sequence,234,Catalytic activity,"Cleavage activity as a fold change against the Con1 parent, region A site-saturation library",1,"Cell-free protein synthesis (CFPS) of each Con1 variant, activity followed in real time by a FRET reporter substrate and reduced to a slope; the readout is that slope divided by the Con1 parent's slope measured in the same experiment, so wild-type reads exactly 1.0 by construction. Site-saturation mutagenesis of a single three-residue region per dataset, 48 random variants per region, one round.",48,10.1021/acssynbio.5c00062,"The reference sequence is the Con1 protease domain, 234 residues, extracted from the His-SpyCatcher-Con1-myc construct annotated in the source's Supplementary Table 1 and numbered from its own start, as the paper's own residue numbers assume; positions 167, 169, 172, 217, 218 and 219 read H, L, F, L, Q, E, matching the paper's own H167/L169/F172/L217/Q218/E219. Con1 is not a natural sequence: Thornton et al. cite Shams and Regan (ACS Omega 2025, 10.1021/acsomega.5c01764), who built it as a solubility-optimised consensus across several potyviral NIa proteases including TEV, TVMV, PPV, PVY and TuMV -- it is 135 of 234 residues identical to the TEV NIa-Pro domain used elsewhere on this branch, which is the expected level of agreement for a consensus rather than a point-mutant, and is why this pair of datasets is filed as viral. Not extracted from this paper: a second, ML-guided round of 32 further variants (Figure 5), because its per-region mutant index numbers are reused independently of the first round's indices rather than referring back to the same genotypes -- primary-screen region B mutant 27 is G217/Y218/Y219, while the paper's follow-up hit ""TB27"", four-fold more active than Con1, is a distinct F217/S218/N219 -- so merging by index would have silently mixed up genotypes. And the small purified-versus-CFPS comparison of Figure 6, which validates a handful of variants rather than screening a library."
CatalyticActivity/ML/Thornton 2025-ML-Con1-catalyticactivity-relative_activity_regionB.csv,"Con1, a designed consensus protease in the potyviral NIa family, built for removal of N-terminal purification tags; region B covers positions 217, 218, 219",Consensus of potyviral NIa proteases (Potyviridae); not a single natural sequence,234,Catalytic activity,"Cleavage activity as a fold change against the Con1 parent, region B site-saturation library",1,"Cell-free protein synthesis (CFPS) of each Con1 variant, activity followed in real time by a FRET reporter substrate and reduced to a slope; the readout is that slope divided by the Con1 parent's slope measured in the same experiment, so wild-type reads exactly 1.0 by construction. Site-saturation mutagenesis of a single three-residue region per dataset, 48 random variants per region, one round.",48,10.1021/acssynbio.5c00062,"The reference sequence is the Con1 protease domain, 234 residues, extracted from the His-SpyCatcher-Con1-myc construct annotated in the source's Supplementary Table 1 and numbered from its own start, as the paper's own residue numbers assume; positions 167, 169, 172, 217, 218 and 219 read H, L, F, L, Q, E, matching the paper's own H167/L169/F172/L217/Q218/E219. Con1 is not a natural sequence: Thornton et al. cite Shams and Regan (ACS Omega 2025, 10.1021/acsomega.5c01764), who built it as a solubility-optimised consensus across several potyviral NIa proteases including TEV, TVMV, PPV, PVY and TuMV -- it is 135 of 234 residues identical to the TEV NIa-Pro domain used elsewhere on this branch, which is the expected level of agreement for a consensus rather than a point-mutant, and is why this pair of datasets is filed as viral. Not extracted from this paper: a second, ML-guided round of 32 further variants (Figure 5), because its per-region mutant index numbers are reused independently of the first round's indices rather than referring back to the same genotypes -- primary-screen region B mutant 27 is G217/Y218/Y219, while the paper's follow-up hit ""TB27"", four-fold more active than Con1, is a distinct F217/S218/N219 -- so merging by index would have silently mixed up genotypes. And the small purified-versus-CFPS comparison of Figure 6, which validates a handful of variants rather than screening a library."
